Lettre;Utilisé dans le Logotron;Niv.;_ Racine;Préfixe;Suffixe;Sens;Etymologie;Unicité;Explication;Exemples;Origine;Frequence;Exclusivité;RechercheV;;RechercheV;;Sens multiple
M;2;1;matri;matri-;;la mère;Du latin mater (« mère »).;;;matriarcat;Latin;Moyen;;matri-;2;;2;FALSE
M;2;1;mécano;mécano-;;la machine;Du grec ancien μηχανή, mêkhanế (« machine »).;mécano;;mécanographe;Grec;Moyen;;mécano-;2;;2;FALSE
M;2;1;méga;méga-;;grand(e) / million;Du grec ancien μέγας, μεγάλου, mégas, megálou (« grand »).;mégalo;;mégaoctet;Grec;Frequent;;méga-;2;;2;FALSE
M;2;1;mégalie;;-mégalie;grandeur;Du grec ancien μέγας, μεγάλου, mégas, megálou (« grand »).;mégalo;Augmentation du volume, d'où l'adjectif grandeur;hépatomégalie;Grec;Moyen;;;2;-mégalie;2;FALSE
M;2;1;mégalique;;-mégalique;grandeur;Du grec ancien μέγας, μεγάλου, mégas, megálou (« grand »).;mégalo;Augmentation du volume, d'où l'adjectif grandeur;hépatomégalique;Grec;Moyen;;;2;-mégalique;2;FALSE
M;2;1;mégalo;mégalo-;;grand(e);Du grec ancien μέγας, μεγάλου, mégas, megálou (« grand »).;mégalo;;mégalomane;Grec;Moyen;;mégalo-;2;;2;FALSE
M;0;2;mél;mél-;;le chant / le membre;Du grec ancien μέλος, mélos (« membre de phrase musicale ou membre anatomique »).;mélos;;pas d'exemple;Grec;Absent;;mél-;0;;0;FALSE
M;2;3;mélan;mélan-;;noir(e);Du grec ancien μέλας, μέλανος, mélas, mélanos (« noir »).;;;mélanite;Grec;Moyen;;mélan-;2;;2;FALSE
M;2;3;mélano;mélano-;;noir(e);Du grec ancien μέλας, μέλανος, mélas, mélanos (« noir »).;;;mélanome;Grec;Frequent;;mélano-;2;;2;FALSE
M;2;3;mèle;;-mèle;membre;Du grec ancien μέλος, mélos (« membre de phrase musicale ou membre anatomique »).;mélos : membre;;pygomèle;Grec;Moyen;;;2;-mèle;2;FALSE
M;1;3;mélie;;-mélie;membre;Du grec ancien μέλος, mélos (« membre de phrase musicale ou membre anatomique »).;mélos : membre;;ectromélie;Grec;Moyen;;;1;-mélie;1;FALSE
M;2;3;mélo;mélo-;;le membre;Du grec ancien μέλος, mélos (« membre de phrase musicale ou membre anatomique »).;mélos : membre;;mélomèle;Grec;Moyen;;mélo-;2;;2;FALSE
M;2;2;mélo;mélo-;;le chant;Du grec ancien μέλος, mélos (« membre de phrase musicale ou membre anatomique »).;mélos : chant;;mélomane;Grec;Moyen;;mélo-;2;;2;TRUE
M;0;2;mén;mén-;;mensuel(le) -> périodique;Du grec ancien μήν, mèn (« mois »).;;;;Grec;Absent;;mén-;0;;0;FALSE
M;2;2;méno;méno-;;mensuel(le) -> périodique;Du grec ancien μήν, mèn (« mois »).;;;ménopause;Grec;Moyen;;méno-;2;;2;FALSE
M;2;3;mère;;-mère;partie;Du grec ancien μέρος, meros (« partie »).;;;;Grec;Frequent;;;2;-mère;2;FALSE
M;2;3;méso;méso-;;le milieu;Du grec ancien μέσος, mésos (« milieu »).;;;mésopotamie;Grec;Frequent;;méso-;2;;2;FALSE
M;2;2;méta;méta-;;au-delà / après;;;;;;Frequent;;méta-;2;;2;FALSE
M;1;1;métall;métall-;;le métal;;;;;;Frequent;;métall-;1;;1;FALSE
M;2;1;métallo;métallo-;;le métal;;;;;;Moyen;;métallo-;2;;2;FALSE
M;2;1;météo;météo-;;le ciel;Du grec ancien μετεωρολογία, meteôrologia (« discours sur les météores »), titre d’un ouvrage d’Aristote.;météoro;;météogramme ou météorogramme;Grec;Rare;météogramme;météo-;2;;2;FALSE
M;2;1;météoro;météoro-;;le ciel;Du grec ancien μετεωρολογία, meteôrologia (« discours sur les météores »), titre d’un ouvrage d’Aristote.;météoro;;météorologie;Grec;Frequent;;météoro-;2;;2;FALSE
M;1;3;métr;métr-;;la matrice;Du grec ancien μήτρα, mêtra (« matrice ») ou de μήτηρ, mếtêr (« mère »).;métro (mêtra);;métralgie;Grec;Moyen;métralgie, métralgique, métrite, métrodynie, métrographe, métrographie, métrophlébite, métrotomie, paramétrite, périmétrite, endométrite;métr-;1;;1;FALSE
M;1;1;métr;métr-;;la mesure;Du grec ancien μέτρον, métron (« mesure »).;métro (métron);;;Grec;Moyen;;métr-;1;;1;TRUE
M;2;1;mètre;;-mètre;mesureur;Du grec ancien μέτρον, métron (« mesure »).;métro (métron);;;Grec;Frequent;;;2;-mètre;2;FALSE
M;2;3;mètre;;-mètre;matrice;Du latin tardif metrium (« matrice »), du grec ancien μήτριον (« de la mère, maternel »).;métro (mêtra);;endomètre;Latin;Frequent;endomètre, mésomètre, myomètre;;2;-mètre;2;TRUE
M;2;1;métrie;;-métrie;mesure;Du grec ancien μέτρον, métron (« mesure »).;métro (métron);;;Grec;Frequent;;;2;-métrie;2;FALSE
M;1;1;métrique;;-métrique;mesurage;Du grec ancien μέτρον, métron (« mesure »).;métro (métron);;;Grec;Frequent;;;1;-métrique;1;FALSE
M;0;1;métrisme;;-métrisme;mesurage;Du grec ancien μέτρον, métron (« mesure »).;métro (métron);;;Grec;Absent;;;0;-métrisme;0;FALSE
M;2;3;métro;métro-;;la matrice;Du grec ancien μήτρα, mêtra (« matrice ») ou de μήτηρ, mếtêr (« mère »).;métro (mêtra);;métropathie;Grec;Frequent;métrocèle, métrocyte, métropathie, métropole, métroptose, métrorragie, métrorrhée;métro-;2;;2;FALSE
M;2;1;métro;métro-;;la mesure;Du grec ancien μέτρον, métron (« mesure »).;métro (métron);;;Grec;Frequent;;métro-;2;;2;TRUE
M;2;1;mi;mi-;;la moitié;Du latin medius. Il est apparenté aux mots français « moitié, demi », etc.;mi;;;Latin;Moyen;;mi-;2;;2;FALSE
M;2;1;micro;micro-;;petit(e);;micro;;;;Frequent;;micro-;2;;2;FALSE
M;2;1;milli;milli-;;le millième;Du latin mille (« un millier »).;;;;Latin;Moyen;;milli-;2;;2;FALSE
M;2;2;mimétique;;-mimétique;imitation;Du grec ancien μίμησις, mimèsis (« imitation, image, portrait »).;;;;Grec;Moyen;;;2;-mimétique;2;FALSE
M;2;2;mimétisme;;-mimétisme;imitation;Du grec ancien μίμησις, mimèsis (« imitation, image, portrait »).;;;;Grec;Rare;;;2;-mimétisme;2;FALSE
M;2;2;mimie;;-mimie;imitation;;;;;;Moyen;;;2;-mimie;2;FALSE
M;1;2;mis;mis-;;qui déteste;Du grec ancien μισέω, miséô (« détester, haïr »).;;;misanthrope;Grec;Moyen;;mis-;1;;1;FALSE
M;2;2;miso;miso-;;qui déteste;Du grec ancien μισέω, miséô (« détester, haïr »).;;;misogyne;Grec;Rare;;miso-;2;;2;FALSE
M;2;3;mito;mito-;;le fil -> la mitose;Du grec ancien μίτος, mitos (« fil »).;;;mitochondrie;Grec;Moyen;;mito-;2;;2;FALSE
M;2;2;mnémo;mnémo-;;la mémoire;;;;;;Rare;;mnémo-;2;;2;FALSE
M;2;2;mnésie;;-mnésie;mémoire;;;;;;Moyen;;;2;-mnésie;2;FALSE
M;1;2;mnésique;;-mnésique;mémoire;;;;;;Rare;;;1;-mnésique;1;FALSE
M;2;1;mobile;;-mobile;véhicule;;;;;;Moyen;;;2;-mobile;2;FALSE
M;2;1;mono;mono-;;unique;;;;;;Frequent;;mono-;2;;2;FALSE
M;1;1;morph;morph-;;la forme;;morpho;;;;Moyen;;morph-;1;;1;FALSE
M;2;1;morphe;;-morphe;forme;;morpho;;;;Frequent;;;2;-morphe;2;FALSE
M;2;1;morphie;;-morphie;forme;;morpho;;;;Moyen;;;2;-morphie;2;FALSE
M;1;1;morphique;;-morphique;forme;;morpho;;;;Moyen;;;1;-morphique;1;FALSE
M;2;1;morphisme;;-morphisme;forme;;morpho;;;;Frequent;;;2;-morphisme;2;FALSE
M;2;1;morpho;morpho-;;la forme;;morpho;;;;Frequent;;morpho-;2;;2;FALSE
M;2;1;morphose;;-morphose;forme;;morpho;;;;Moyen;;;2;-morphose;2;FALSE
M;2;2;morti;morti-;;la mort;Du latin mors, mortis (« mort »).;;;mortifère;Latin;Rare;;morti-;2;;2;FALSE
M;2;1;multi;multi-;;plusieurs;Du latin multus (« nombreux, divers »).;;;;Latin;Frequent;;multi-;2;;2;FALSE
M;2;2;muta;muta-;;la modification;Du latin mutare qui a donné muer.;;;mutagène;Latin;Rare;;muta-;2;;2;FALSE
M;0;2;myce;;-myce;champignon;Du grec ancien μύκης, mukês (« champignon »).;;;saccharomyces : pas de singulier ?;Grec;Absent;;;0;-myce;0;FALSE
M;1;2;mycét;mycét-;;le champignon;Du grec ancien μύκης, mukês (« champignon »).;;;;Grec;Moyen;;mycét-;1;;1;FALSE
M;1;2;mycète;;-mycète;champignon;Du grec ancien μύκης, mukês (« champignon »).;;;actinomycète;Grec;Moyen;;;1;-mycète;1;FALSE
M;1;2;mycéto;mycéto-;;le champignon;Du grec ancien μύκης, mukês (« champignon »).;;;mycétome;Grec;Moyen;;mycéto-;1;;1;FALSE
M;2;2;myco;myco-;;le champignon;Du grec ancien μύκης, mukês (« champignon »).;;;;Grec;Frequent;;myco-;2;;2;FALSE
M;2;2;mycose;;-mycose;champignon;Du grec ancien μύκης, mukês (« champignon »).;;;;Grec;Moyen;;;2;-mycose;2;FALSE
M;1;3;myél;myél-;;la moelle;Du grec ancien μυελός, muelós (« moelle »).;;;;Grec;Moyen;;myél-;1;;1;FALSE
M;2;3;myélo;myélo-;;la moelle;Du grec ancien μυελός, muelós (« moelle »).;;;;Grec;Frequent;;myélo-;2;;2;FALSE
M;2;3;myo;myo-;;la souris -> le muscle;Du grec ancien μυός, muos, génitif de μῦς, mýs (« lié à la souris, puis au muscle par analogie de la forme et du mouvement »).;;;myopahtie;Grec;Frequent;;myo-;2;;2;FALSE
M;2;2;myria;myria-;;la multitude;Du grec ancien μυριάς, myriás (« myriade »).;;;;Grec;Rare;;myria-;2;;2;FALSE
M;2;3;myrméco;myrméco-;;la fourmi;Du grec ancien μύρμηξ, myrmêx (« fourmi »).;;;myrmécologie;Grec;Moyen;;myrméco-;2;;2;FALSE
M;2;2;mytho;mytho-;;le mythe;Du latin mythos (« mythe »).;;;mythomane;Latin;Moyen;;mytho-;2;;2;FALSE
M;2;3;myxo;myxo-;;le mucus;Du grec ancien μύξα, mýxa (« mucus »).;;;myxomatose;Grec;Moyen;;myxo-;2;;2;FALSE
N;2;2;nano;nano-;;nain(e);;;;;;Moyen;;nano-;2;;2;FALSE
N;2;3;narco;narco-;;le sommeil / la drogue;Du latin narce (« torpeur »).;narco;;narcolepsie, narcotrafiquant;Latin;Moyen;;narco-;2;;2;FALSE
N;1;2;natal;natal-;;la naissance;Du latin natalis (« naissance »).;;;natalité;Moderne;Rare;;natal-;1;;1;FALSE
N;2;2;natal;;-natal;naissance;Du latin natalis (« naissance »).;;;périnatal;Moderne;Rare;;;2;-natal;2;TRUE
N;2;1;naute;;-naute;navigateur;;naute;;;;Moyen;;;2;-naute;2;FALSE
N;1;1;nautique;;-nautique;navigation;;naute;;;;Rare;;;1;-nautique;1;FALSE
N;2;1;nautisme;;-nautisme;navigation;;naute;;;;Absent;;;2;-nautisme;2;FALSE
N;1;2;nécr;nécr-;;la mort;Du grec ancien νεκρός, necros (« mort »).;nécro;;nécropsie;Grec;Absent;;nécr-;1;;1;FALSE
N;2;2;nécro;nécro-;;la mort;Du grec ancien νεκρός, necros (« mort »).;nécro;;nécrologie;Grec;Frequent;;nécro-;2;;2;FALSE
N;2;2;nécrose;;-nécrose;mort;Du grec ancien νεκρός, necros (« mort »).;nécro;;;Grec;Moyen;;;2;-nécrose;2;FALSE
N;2;3;némie;;-némie;le sang;Du grec haima (« sang »).;;;acétonémie;Grec;Moyen;;;2;-némie;2;FALSE
N;2;2;néo;néo-;;nouveau (-velle);;;;;;Frequent;;néo-;2;;2;FALSE
N;1;3;néphr;néphr-;;le rein;Du grec ancien νεφρός, nephrós (« rein »).;;;;Grec;Moyen;;néphr-;1;;1;FALSE
N;2;3;néphro;néphro-;;le rein;Du grec ancien νεφρός, nephrós (« rein »).;;;;Grec;Frequent;;néphro-;2;;2;FALSE
N;2;2;nésie;;-nésie;île;;;;;;Rare;;;2;-nésie;2;FALSE
N;1;2;neur;neur-;;les nerfs;Du grec ancien νεῦρον, neûron (« nerf »).;;;;Grec;Moyen;;neur-;1;;1;FALSE
N;2;2;neuro;neuro-;;les nerfs;Du grec ancien νεῦρον, neûron (« nerf »).;;;;Grec;Frequent;;neuro-;2;;2;FALSE
N;1;2;névr;névr-;;le nerf;Du grec ancien νεῦρον, neuron (« nerf »).;;;névrite;Grec;Moyen;;névr-;1;;1;FALSE
N;2;2;névro;névro-;;le nerf;Du grec ancien νεῦρον, neuron (« nerf »).;;;névrophate;Grec;Moyen;;névro-;2;;2;FALSE
N;1;2;nitr;nitr-;;le nitre -> azoté(e);Du latin nitrum emprunté au grec ancien νίτρον, nítron.;;;nitrique, nitrate;Latin;Moyen;;nitr-;1;;1;FALSE
N;2;2;nitro;nitro-;;le nitre -> azoté(e);Du latin nitrum emprunté au grec ancien νίτρον, nítron.;;;nitrogène;Latin;Moyen;;nitro-;2;;2;FALSE
N;0;3;noïa;;-noïa;pensée;;;;paranoïa;;Absent;;;0;-noïa;0;FALSE
N;2;2;nome;;-nome;loi;Du grec ancien νόμος, nomos (« loi »).;;;;Grec;Frequent;;;2;-nome;2;FALSE
N;2;2;nomie;;-nomie;loi;Du grec ancien νόμος, nomos (« loi »).;;;;Grec;Frequent;;;2;-nomie;2;FALSE
N;1;2;nomique;;-nomique;loi;Du grec ancien νόμος, nomos (« loi »).;;;;Grec;Frequent;;;1;-nomique;1;FALSE
N;2;2;nomisme;;-nomisme;loi;Du grec ancien νόμος, nomos (« loi »).;;;économisme;Grec;Rare;;;2;-nomisme;2;FALSE
N;2;2;nomo;nomo-;;la loi;Du grec ancien νόμος, nomos (« loi »).;;;nomophobie;Grec;Moyen;;nomo-;2;;2;FALSE
N;0;3;nomo;nomo-;;le téléphone mobile;Calque de l'anglais nomophobia, contraction de l’expression no mobile phobia.;;;nomophobie;Grec;Moyen;nomophobie;nomo-;0;;0;TRUE
N;2;2;non;non-;;sans;Du latin noenum (« non »), par contraction, lequel est pour ne- unum, de même que nihil est pour ne-hilum.;non;;nonchalant;Latin;Absent;;non-;2;;2;FALSE
N;2;2;nona;nona-;;quatre-vingt-dix;Du latin nonus (« neuvième »).;;;nonagénaire;Latin;Rare;;nona-;2;;2;FALSE
N;2;3;nose;;-nose;maladie;Du grec ancien νόσος, nósos (« maladie »).;noso;;;Grec;Moyen;;;2;-nose;2;FALSE
N;2;3;noso;noso-;;la maladie;Du grec ancien νόσος, nósos (« maladie »).;noso;;;Grec;Moyen;;noso-;2;;2;FALSE
N;1;2;nost;nost-;;le retour;Du grec ancien νόστος, nóstos (« retour »).;;;nostalgie;Grec;Rare;;nost-;1;;1;FALSE
N;2;2;nucléo;nucléo-;;le noyau;De la racine latine nucleus (« noyau »).;nucléo;;nucléotide;Latin;Moyen;;nucléo-;2;;2;FALSE
N;2;3;nyctalo;nyctalo-;;La (mal-)vision de nuit -> la nuit;Emprunté au latin nyctalōps (« qui ne voit pas la nuit »), lui-même emprunté au grec ancien νυκτάλωψ, nuktálōps, attesté dans les deux sens « qui voit bien la nuit » et « qui voit mal la nuit ».;;;nyctalope, nyctalophobe;Latin;Rare;;nyctalo-;2;;2;FALSE
N;2;3;nyme;;-nyme;nom;Forme erronée du suffixe -onyme, causée par l’élision du o initial devant un préfixe se terminant lui-même en o.;;;toponyme;Grec;Rare;;;2;-nyme;2;FALSE
N;2;3;nymie;;-nymie;nom;Forme erronée du suffixe -onyme, causée par l’élision du o initial devant un préfixe se terminant lui-même en o.;;;toponymie;Grec;Frequent;;;2;-nymie;2;FALSE
N;2;2;nympho;nympho-;;la nymphe -> le désir féminin / le sexe féminin;Du grec ancien νύμφη, númphê (« nymphe »).;;Les nymphes : les petites lèvres du sexe féminin;nymphomanie, nymphoplastie;Grec;Rare;;nympho-;2;;2;FALSE
O;2;1;océano;océano-;;l'océan;Du latin Oceanus, emprunté au grec ancien Ὠκεανός, Ôkeanos (« Océan », dieu de la mer ou « Atlantique »), via l’ancien français occean.;;;océanologue;Grec;Moyen;;océano-;2;;2;FALSE
O;1;2;oct;oct-;;huit;Du latin octo (« huit »), ou du grec ancien ὀκτώ, oktō (« huit »).;octo:8;;octaïeul;Latin;Rare;;oct-;1;;1;FALSE
O;1;2;octa;octa-;;huit;Du latin octo (« huit »), ou du grec ancien ὀκτώ, oktō (« huit »).;octo:8;;octaèdre;Latin;Moyen;;octa-;1;;1;FALSE
O;1;2;octo;octo-;;quatre-vingt;Du latin octo, par ex. dans octogenarius (octogénaire).;octo:80;;octogénaire;Latin;Moyen;octogénaire;octo-;1;;1;FALSE
O;2;2;octo;octo-;;huit;Du latin octo (« huit »), ou du grec ancien ὀκτώ, oktō (« huit »).;octo:8;;octocère;Latin;Moyen;;octo-;2;;2;TRUE
O;2;2;oculo;oculo-;;l'oeil;Du latin oculus (« œil »).;oculo;;oculométrie;Latin;Moyen;;oculo-;2;;2;FALSE
O;2;3;odo;odo-;;le chemin;Du grec ancien ὁδός, hodos (« route »).;;;odomètre;Grec;Moyen;;odo-;2;;2;FALSE
O;1;3;odont;odont-;;la dent;Du grec ancien odous, odontos (« dent »).;;;odontalgie;Grec;Moyen;;odont-;1;;1;FALSE
O;2;3;odonte;;-odonte;dent;Du grec ancien odous, odontos (« dent »).;;;mastodonte;Grec;Frequent;;;2;-odonte;2;FALSE
O;2;3;odontie;;-odontie;dent;Du grec ancien odous, odontos (« dent »).;;;homodontie;Grec;Moyen;;;2;-odontie;2;FALSE
O;2;3;odonto;odonto-;;la dent;Du grec ancien odous, odontos (« dent »).;;;odontologie;Grec;Frequent;;odonto-;2;;2;FALSE
Œ;2;3;œno;œno-;;le vin;Du grec οἶνος (oînos « vin »).;œno;;œnologie;Grec;Moyen;;œno-;2;;2;FALSE
O;0;1;oïde;;-oïde;forme;Variante de -ide, du grec ancien εἶδος, eidos (« forme, aspect »). L’infixe -o- est issu des règles gréco-latines de suffixation.;;N'apporte pas de mots supplémentaires, on a déjà tous les mots en oïde (via -ïde), et génère des doublons;ovoïde;Grec;Absent;;;0;-oïde;0;FALSE
O;2;2;oléa;oléa-;;l'olive;Du latin olea (« olive »).;;;;Latin;Absent;;oléa-;2;;2;FALSE
O;2;2;oléi;oléi-;;l'olive;Du latin olea (« olive »).;;;;Latin;Moyen;;oléi-;2;;2;FALSE
O;2;2;oléo;oléo-;;l'huile -> le pétrole;Du latin oleum (« huile »).;oléo:pétrole;;oléoduc;Latin;Moyen;;oléo-;2;;2;FALSE
O;2;2;oléo;oléo-;;l'huile -> le gras;Du latin oleum (« huile »).;oléo:gras;;oléome;Latin;Moyen;oléome;oléo-;2;;2;TRUE
O;2;2;olfacto;olfacto-;;l'odorat;;;;;;Rare;;olfacto-;2;;2;FALSE
O;1;2;olig;olig-;;parcimonieux (-euse);Du grec ancien ὀλίγος, oligos (« peu abondant »).;;;oligarchie;Grec;Moyen;;olig-;1;;1;FALSE
O;2;2;oligo;oligo-;;parcimonieux (-euse);Du grec ancien ὀλίγος, oligos (« peu abondant »).;;;oligoélément;Grec;Frequent;;oligo-;2;;2;FALSE
O;2;2;ome;;-ome;tumeur;Du grec ancien ωμα, ôma (« tumeur »).;;;adénome;Grec;Frequent;;;2;-ome;2;FALSE
O;2;2;omni;omni-;;tout(e);Du latin omnis (« tout »).;omni;;omnivore;Latin;Rare;;omni-;2;;2;FALSE
O;2;3;omphalo;omphalo-;;le nombril;Du grec ancien ὀμφαλός, omphalós (« nombril »).;;;;Grec;Moyen;;omphalo-;2;;2;FALSE
O;2;3;onco;onco-;;la tumeur -> le cancer;Du grec ancien ὄγκος, onkos (« tas, masse »).;;;;Grec;Moyen;;onco-;2;;2;FALSE
O;2;2;oniro;oniro-;;le rêve;;;;;;Moyen;;oniro-;2;;2;FALSE
O;1;3;ont;ont-;;l'être;Du grec ancien ὄντος, óntos, génitif masculin singulier de ὤν, ốn.;;;ontalgie;Grec;Rare;;ont-;1;;1;FALSE
O;2;3;onto;onto-;;l'être;Du grec ancien ὄντος, óntos, génitif masculin singulier de ὤν, ốn.;;;ontologie;Grec;Moyen;;onto-;2;;2;FALSE
O;2;3;onyma;onyma-;;le nom;Du grec ancien ὄνυμα, ónyma (« nom »).;;;;Grec;Absent;;onyma-;2;;2;FALSE
O;1;3;onyme;;-onyme;nom;Du grec ancien ὄνυμα, ónyma (« nom »).;;;antonyme;Grec;Frequent;;;1;-onyme;1;FALSE
O;2;3;oo;oo-;;l'oeuf;Du grec ancien ᾠόν, ôión (« œuf »).;oion;;oologie;Grec;Frequent;;oo-;2;;2;FALSE
O;1;2;ophtalm;ophtalm-;;l'oeil;Du grec ancien ὀφθαλμός, ofthalmos̱ (« œil »).;ophtalmo;;;Grec;Moyen;;ophtalm-;1;;1;FALSE
O;2;2;ophtalmie;;-ophtalmie;oeil;Du grec ancien ὀφθαλμός, ofthalmos̱ (« œil »).;ophtalmo;;;Grec;Moyen;;;2;-ophtalmie;2;FALSE
O;2;2;ophtalmo;ophtalmo-;;l'oeil;Du grec ancien ὀφθαλμός, ofthalmos̱ (« œil »).;ophtalmo;;;Grec;Frequent;;ophtalmo-;2;;2;FALSE
O;2;3;opsie;;-opsie;vision;Du grec ancien ὄψις, ópsis (« vue »).;;;autopsie, biopsie;Grec;Frequent;;;2;-opsie;2;FALSE
O;2;2;opto;opto-;;la vision;Du grec ancien ὀπτός, optos (« visible »).;;;optométrie;Grec;Moyen;;opto-;2;;2;FALSE
O;2;2;orbito;orbito-;;le cercle;;orbito;;;;Rare;;orbito-;2;;2;FALSE
O;2;3;orchido;orchido-;;les testicules;Du latin orchis, du grec ancien ὄρχις, órkhis (« testicule ») d’après la forme des racines tuberculeuses de l’orchidée.;;;;Grec;Moyen;;orchido-;2;;2;FALSE
O;2;2;orexie;;-orexie;faim;Du grec ancien ὄρεξις, órexis (« appétit, faim »).;;;anorexie;Grec;Moyen;;;2;-orexie;2;FALSE
O;2;1;organo;organo-;;l'organe;;;;organoleptique;;Frequent;;organo-;2;;2;FALSE
O;0;1;orgasmo;orgasmo-;;le plaisir;;;;orgasmophile;Néologisme amusant;Absent;;orgasmo-;0;;0;FALSE
O;2;2;ornitho;ornitho-;;l'oiseau;Du grec ancien ὄρνις, ὄρνιθος, órnis, órnithos (« oiseau »).;;;ornithologie;Grec;Moyen;;ornitho-;2;;2;FALSE
O;2;3;oro;oro-;;la montagne;Du grec ancien ὄρος, óros (« colline, montagne »).;oro (oros);;;Grec;Frequent;;oro-;2;;2;FALSE
O;2;2;oro;oro-;;la bouche;Du latin os, oris (« bouche »).;oro (oris);;;Latin;Frequent;;oro-;2;;2;TRUE
O;2;2;ortho;ortho-;;droit(e);;;;;;Frequent;;ortho-;2;;2;FALSE
O;2;2;oscillo;oscillo-;;l'oscillation;Du latin oscillo (« osciller »).;;;oscilloscope;Latin;Moyen;;oscillo-;2;;2;FALSE
O;2;3;osmo;osmo-;;l'odeur;Du grec ancien ὀσμή, osmê (« odeur »).;osmê;;osmologie;Grec;Moyen;;osmo-;2;;2;FALSE
O;2;3;osmo;osmo-;;la poussée;Du grec ancien ὠσμός, ôsmos (« poussée »).;ôsmos;;osmomètre;Grec;Moyen;;osmo-;2;;2;TRUE
O;0;2;ost;ost-;;l'os;;;Supprimé, aucun exemple trouvé;;Grec;Absent;;ost-;0;;0;FALSE
O;1;2;oste;;-oste;os;Du grec ancien ὀστέον, ostéon (« os »).;;;périoste;Grec;Rare;périoste;;1;-oste;1;FALSE
O;1;2;osté;osté-;;l'os;Du grec ancien ὀστέον, ostéon (« os »).;;;ostéite;Grec;Moyen;ostéite, panostéite, parostéite, périostéite, ostéalgie, ostéalgique;osté-;1;;1;FALSE
O;2;2;ostéo;ostéo-;;l'os;Du grec ancien ὀστέον, ostéon (« os »).;;;ostéopathe;Grec;Frequent;;ostéo-;2;;2;FALSE
O;2;2;ovi;ovi-;;l'oeuf;Du latin ovum (« œuf »).;ovum;;ovipare;Latin;Moyen;;ovi-;2;;2;FALSE
O;2;2;ovo;ovo-;;l'oeuf;Du latin ovum (« œuf »).;ovum;;ovocyte;Latin;Moyen;;ovo-;2;;2;FALSE
O;2;3;oxy;oxy-;;aigu(e) -> l'oxygène;Du grec ancien ὀξύς, oxus (« pointu, aigu, piquant »).;oxy : aigu;;oxymètre;Grec;Frequent;;oxy-;2;;2;FALSE
O;1;3;oxyd;oxyd-;;l'oxygène / l'acide;Du grec ancien ὀξύς, oxus (« pointu, aigu, piquant »).;oxy : acide;;;Grec;Moyen;;oxyd-;1;;1;FALSE
O;2;3;oxydo;oxydo-;;l'oxygène / l'acide;Du grec ancien ὀξύς, oxus (« pointu, aigu, piquant »).;oxy : acide;;;Grec;Absent;;oxydo-;2;;2;FALSE
O;2;1;oxygéno;oxygéno-;;l'oxygène;;;;oxygénothérapie, oxygénopexie;Moderne;Rare;;oxygéno-;2;;2;FALSE
P;2;2;pachy;pachy-;;épais (épaisse);;;;;;Moyen;;pachy-;2;;2;FALSE
P;2;3;page;;-page;attache;Du grec ancien πάγη, págê (« lien, attache ») ou grec ancien παγεὶς, pagêis (« uni, formé de plusieurs parties »).;;;;Grec;Moyen;;;2;-page;2;FALSE
P;2;1;paléo;paléo-;;l'ancien(ne);;paléo;;;;Frequent;;paléo-;2;;2;FALSE
P;2;2;pan;pan-;;de tout;;;;;;Frequent;;pan-;2;;2;FALSE
P;1;2;pancréat;pancréat-;;le pancréas;Du grec ancien πάγκρεας, pánkreas.;;(1562) Mot emprunté par Ambroise Paré au grec ancien πάγκρεας, pánkreas.;pancréatectomie;Grec;Moyen;;pancréat-;1;;1;FALSE
P;2;2;pancréato;pancréato-;;le pancréas;Du grec ancien πάγκρεας, pánkreas.;;(1562) Mot emprunté par Ambroise Paré au grec ancien πάγκρεας, pánkreas.;pancréatogène;Grec;Moyen;;pancréato-;2;;2;FALSE
P;1;2;pant;pant-;;de tout;;;;;;Absent;;pant-;1;;1;FALSE
P;2;2;panto;panto-;;de tout;;;;;;Moyen;;panto-;2;;2;FALSE
P;2;2;papyro;papyro-;;le papier;;;;;;Rare;;papyro-;2;;2;FALSE
P;1;3;par;par-;;à travers / de part en part / terminer / intense;Variante du latin per-.;;;;Latin;Frequent;;par-;1;;1;FALSE
P;2;2;para;para-;;à coté;Du grec ancien παρά, pará (« à côté de »).;para;;paranormal;Grec;Frequent;;para-;2;;2;FALSE
P;2;1;para;para-;;contre;Du latin paro (« parer, contrer »).;para (paro);;parapluie;Latin;Frequent;;para-;2;;2;TRUE
P;1;1;parallélo;parallélo-;;le parallèle;;;;;;Rare;;parallélo-;1;;1;FALSE
P;2;2;pare;;-pare;qui engendre;Du latin parere (« engendrer »).;;;ovipare;Latin;Moyen;;;2;-pare;2;FALSE
P;0;1;pater;pater-;;le père;;;Un seul mot trouvé : non retenu;paternel;Latin;Absent;;pater-;0;;0;FALSE
P;2;2;pathe;;-pathe;malade;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (souffrance);;;Grec;Moyen;;;2;-pathe;2;FALSE
P;2;2;pathie;;-pathie;maladie;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (souffrance);;;Grec;Frequent;;;2;-pathie;2;FALSE
P;2;2;pathie;;-pathie;ressenti;Du grec ancien πάθος, páthos (« passion, souffrance »).;patho (ressenti);;téléphathie;Grec;Frequent;télépathie, sympathie, antipathie, apathie;;2;-pathie;2;TRUE
