mot;DÉFINITION;préfixe;suffixe;niveau préfixe;niveau suffixe;unicité préfixe;unicité suffixe;fréq. préfixe;fréq. suffixe
anacarde;CŒUR  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;carde;3;1;;;Frequent;Moyen
anachronique;TEMPOREL(LE)  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;chronique;3;1;;chrono;Frequent;Moyen
anachronisme;TEMPORALITÉ  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;chronisme;3;1;;chrono;Frequent;Moyen
anaclase;CASSURE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;clase;3;3;;clase;Frequent;Moyen
anacycle;CERCLE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;cycle;3;1;;cyclo;Frequent;Moyen
anacyclique;CIRCULARITÉ  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;cyclique;3;1;;cyclo;Frequent;Frequent
anadrome;PISTE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;drome;3;1;;drome;Frequent;Frequent
anagène;GÉNÉRATEUR / ORIGINE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;gène;3;2;;gène;Frequent;Frequent
anagenèse;CRÉATION  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;genèse;3;2;;gène;Frequent;Frequent
anaglyphe;GRAVURE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;glyphe;3;2;;;Frequent;Moyen
anagogie;GUIDAGE  SANS;an;agogie;2;2;an;agogie : guider;Frequent;Moyen
anagogique;GUIDAGE  SANS;an;agogique;2;2;an;agogie : guider;Frequent;Moyen
anagramme;ÉCRITURE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;gramme;3;2;;gramma;Frequent;Frequent
anagraphe;QUI ÉCRIT  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;graphe;3;2;;grapho;Frequent;Frequent
anagyre;QUI TOURNE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;gyre;3;2;;;Frequent;Moyen
analepsie;ATTAQUE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;lepsie;3;2;;;Frequent;Moyen
analeptique;ATTAQUE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;leptique;3;2;;;Frequent;Moyen
analgésie;DOULEUR  SANS;an;algésie;2;2;an;algos;Frequent;Moyen
analgésique;DOULEUR  SANS;an;algésique;2;2;an;algos;Frequent;Rare
analgie;DOULEUR  SANS;an;algie;2;2;an;algos;Frequent;Frequent
analogie;ÉTUDE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;logie;3;1;;logo;Frequent;Frequent
analogique;ÉTUDE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;logique;3;1;;logo;Frequent;Frequent
analogisme;ÉTUDE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;logisme;3;1;;logo;Frequent;Frequent
analogiste;SPÉCIALISTE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;logiste;3;1;;logo;Frequent;Frequent
analogue;SPÉCIALISTE / DISCOURS  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;logue;3;1;;logo;Frequent;Frequent
analyse;DÉCOMPOSITION  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;lyse;3;2;;;Frequent;Frequent
analytique;DÉCOMPOSITION  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;lytique;3;2;;;Frequent;Frequent
anamorphe;FORME  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;morphe;3;1;;morpho;Frequent;Frequent
anamorphique;FORME  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;morphique;3;1;;morpho;Frequent;Moyen
anamorphose;FORME  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;morphose;3;1;;morpho;Frequent;Moyen
anandre;HOMME -> MALE  SANS;an;andre;2;2;an;andro;Frequent;Moyen
ananthe;FLEUR  SANS;an;anthe;2;2;an;antho;Frequent;Moyen
anaphasique;DIRE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;phasique;3;3;;;Frequent;Moyen
anaphore;PORTEUR  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;phore;3;3;;phore;Frequent;Frequent
anaphorique;PORTEUR  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;phorique;3;3;;phore;Frequent;Moyen
anaphylaxie;PROTECTION  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;phylaxie;3;3;;;Frequent;Moyen
anaplasie;FAÇONNEMENT  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;plasie;3;3;;plasmo;Frequent;Frequent
anaplastie;FAÇONNEMENT  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;plastie;3;3;;plasmo;Frequent;Frequent
anaplastique;FAÇONNEMENT  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;plastique;3;3;;plasmo;Frequent;Frequent
anarchie;GOUVERNANCE  SANS;an;archie;2;2;an;arche;Frequent;Moyen
anarchique;GOUVERNANCE  SANS;an;archique;2;2;an;arche;Frequent;Moyen
anarchisme;GOUVERNANCE  SANS;an;archisme;2;2;an;arche;Frequent;Rare
anastatique;ARRÊT  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;statique;3;2;;statos;Frequent;Frequent
anastome;BOUCHE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;stome;3;3;;;Frequent;Frequent
anastrophe;TOURNANT  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;strophe;3;3;;;Frequent;Moyen
anatomie;DÉCOUPE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;tomie;3;2;;tomo;Frequent;Frequent
anatomique;DÉCOUPE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;tomique;3;2;;tomo;Frequent;Frequent
anatomisme;DÉCOUPE  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;tomisme;3;2;;tomo;Frequent;Rare
anatrope;ORIENTATION  DE L'AUTRE / À TRAVERS / À NOUVEAU / VERS LE HAUT;ana;trope;3;2;;trope;Frequent;Frequent
androcéphale;TÊTE  DE L'HOMME / DU MALE;andro;céphale;2;2;andro;;Frequent;Frequent
androgène;GÉNÉRATEUR / ORIGINE  DE L'HOMME / DU MALE;andro;gène;2;2;andro;gène;Frequent;Frequent
androgenèse;CRÉATION  DE L'HOMME / DU MALE;andro;genèse;2;2;andro;gène;Frequent;Frequent
androgénétique;CRÉATION  DE L'HOMME / DU MALE;andro;génétique;2;2;andro;gène;Frequent;Frequent
androgénie;DÉVELOPPEMENT  DE L'HOMME / DU MALE;andro;génie;2;2;andro;gène;Frequent;Frequent
androgénique;DÉVELOPPEMENT  DE L'HOMME / DU MALE;andro;génique;2;2;andro;gène;Frequent;Frequent
androgyne;FEMME / FEMELLE  DE L'HOMME / DU MALE;andro;gyne;2;2;andro;gyno;Frequent;Frequent
androïde;APPARENCE  DE L'HOMME / DU MALE;andro;ïde;2;3;andro;;Frequent;Frequent
androlâtre;SERVITEUR -> MERCENAIRE -> ADORATEUR  DE L'HOMME / DU MALE;andro;lâtre;2;2;andro;lâtre;Frequent;Moyen
androlâtrie;SERVITEUR -> MERCENAIRE -> ADORATION  DE L'HOMME / DU MALE;andro;lâtrie;2;2;andro;lâtre;Frequent;Moyen
andrologie;ÉTUDE  DE L'HOMME / DU MALE;andro;logie;2;1;andro;logo;Frequent;Frequent
andrologique;ÉTUDE  DE L'HOMME / DU MALE;andro;logique;2;1;andro;logo;Frequent;Frequent
andrologue;SPÉCIALISTE / DISCOURS  DE L'HOMME / DU MALE;andro;logue;2;1;andro;logo;Frequent;Frequent
andropause;CESSATION  DE L'HOMME / DU MALE;andro;pause;2;2;andro;;Frequent;Moyen
androphobe;QUI A HORREUR  DE L'HOMME / DU MALE;andro;phobe;2;1;andro;phobe;Frequent;Frequent
androphobie;AVERSION  DE L'HOMME / DU MALE;andro;phobie;2;1;andro;phobe;Frequent;Frequent
androphore;PORTEUR  DE L'HOMME / DU MALE;andro;phore;2;3;andro;phore;Frequent;Frequent
anélastique;ÉLASTIQUE  SANS;an;élastique;2;1;an;;Frequent;Moyen
anélectrique;ÉLECTRIQUE  SANS;an;électrique;2;1;an;électricité;Frequent;Frequent
anémie;LE SANG  SANS;a;némie;1;3;a;;Frequent;Moyen
anémochore;EMPLACEMENT / DISSÉMINATION  DU VENT;anémo;chore;3;3;;;Moyen;Moyen
anémogame;MARIÉ  DU VENT;anémo;game;3;2;;game;Moyen;Frequent
anémographe;QUI ÉCRIT  DU VENT;anémo;graphe;3;2;;grapho;Moyen;Frequent
anémographie;ÉCRITURE  DU VENT;anémo;graphie;3;2;;grapho;Moyen;Frequent
anémomètre;MESUREUR  DU VENT;anémo;mètre;3;1;;métro (métron);Moyen;Frequent
anémométrie;MESURE  DU VENT;anémo;métrie;3;1;;métro (métron);Moyen;Frequent
anémométrique;MESURAGE  DU VENT;anémo;métrique;3;1;;métro (métron);Moyen;Frequent
anémomorphose;FORME  DU VENT;anémo;morphose;3;1;;morpho;Moyen;Moyen
anémophile;AMOUREUX  DU VENT;anémo;phile;3;1;;philo;Moyen;Frequent
anémophilie;AMOUR  DU VENT;anémo;philie;3;1;;philo;Moyen;Frequent
anémophobie;AVERSION  DU VENT;anémo;phobie;3;1;;phobe;Moyen;Frequent
anémoscope;VISIONNEUSE  DU VENT;anémo;scope;3;1;;scope;Moyen;Frequent
anémotaxie;DISPOSITION  DU VENT;anémo;taxie;3;3;;;Moyen;Frequent
anémotrope;ORIENTATION  DU VENT;anémo;trope;3;2;;trope;Moyen;Frequent
anémotropisme;ATTIRANCE  DU VENT;anémo;tropisme;3;2;;trope;Moyen;Frequent
anergie;TRAVAIL  SANS;an;ergie;2;2;an;ergo;Frequent;Moyen
anesthésie;SENSATION  SANS;an;esthésie;2;2;an;;Frequent;Frequent
angéiographie;ÉCRITURE  DU VAISSEAU;angéio;graphie;3;2;;grapho;Moyen;Frequent
angéiographique;ÉCRITURE  DU VAISSEAU;angéio;graphique;3;2;;grapho;Moyen;Frequent
angéiologie;ÉTUDE  DU VAISSEAU;angéio;logie;3;1;;logo;Moyen;Frequent
angéiologique;ÉTUDE  DU VAISSEAU;angéio;logique;3;1;;logo;Moyen;Frequent
angéiologue;SPÉCIALISTE / DISCOURS  DU VAISSEAU;angéio;logue;3;1;;logo;Moyen;Frequent
angiectasie;DILATATION  DU VAISSEAU;angi;ectasie;3;3;;;Moyen;Moyen
angiite;INFLAMMATION  DU VAISSEAU;angi;ite;3;2;;;Moyen;Frequent
angiocarpe;FRUIT  DU VAISSEAU;angio;carpe;3;3;;karpos : fruit;Frequent;Frequent
angiogenèse;CRÉATION  DU VAISSEAU;angio;genèse;3;2;;gène;Frequent;Frequent
angiographie;ÉCRITURE  DU VAISSEAU;angio;graphie;3;2;;grapho;Frequent;Frequent
angiographique;ÉCRITURE  DU VAISSEAU;angio;graphique;3;2;;grapho;Frequent;Frequent
angiolithique;PIERRE  DU VAISSEAU;angio;lithique;3;2;;litho;Frequent;Frequent
angiologie;ÉTUDE  DU VAISSEAU;angio;logie;3;1;;logo;Frequent;Frequent
angiologique;ÉTUDE  DU VAISSEAU;angio;logique;3;1;;logo;Frequent;Frequent
angiologue;SPÉCIALISTE / DISCOURS  DU VAISSEAU;angio;logue;3;1;;logo;Frequent;Frequent
angiome;TUMEUR  DU VAISSEAU;angi(o);ome;3;2;;;Frequent;Frequent
angiopathie;MALADIE  DU VAISSEAU;angio;pathie;3;2;;patho (souffrance);Frequent;Frequent
angiopathique;MALADIE  DU VAISSEAU;angio;pathique;3;2;;patho (souffrance);Frequent;Frequent
angioplastie;FAÇONNEMENT  DU VAISSEAU;angio;plastie;3;3;;plasmo;Frequent;Frequent
angioplastique;FAÇONNEMENT  DU VAISSEAU;angio;plastique;3;3;;plasmo;Frequent;Frequent
angiorragie;ÉCOULEMENT  DU VAISSEAU;angio;rragie;3;2;;;Frequent;Frequent
angiorraphie;SUTURE  DU VAISSEAU;angio;rraphie;3;3;;;Frequent;Moyen
angioscope;VISIONNEUSE  DU VAISSEAU;angio;scope;3;1;;scope;Frequent;Frequent
angioscopie;EXAMEN  DU VAISSEAU;angio;scopie;3;1;;scope;Frequent;Frequent
angiospermie;SEMENCE  DU VAISSEAU;angio;spermie;3;1;;;Frequent;Moyen
angusticole;CULTIVER / HABITER / RENDRE UN CULTE  ÉTROIT(E);angusti;cole;3;2;angusti;cult;Rare;Frequent
angustirostre;BEC  ÉTROIT(E);angusti;rostre;3;3;angusti;;Rare;Moyen
anhydre;EAU  SANS;an;hydre;2;1;an;hydro;Frequent;Rare
anide;APPARENCE  SANS;an;ide;2;3;an;eidos;Frequent;Frequent
ankyloglosse;LANGUE  COURBÉ(E) -> RAIDE / AFFAIBLI(E) / INSENSIBLE;ankylo;glosse;3;3;;glosso;Rare;Frequent
ankyloglossie;LANGUE  COURBÉ(E) -> RAIDE / AFFAIBLI(E) / INSENSIBLE;ankylo;glossie;3;3;;glosso;Rare;Moyen
ankylosaure;LÉZARD  COURBÉ(E) -> RAIDE / AFFAIBLI(E) / INSENSIBLE;ankylo;saure;3;2;;;Rare;Moyen
ankylostome;BOUCHE  COURBÉ(E) -> RAIDE / AFFAIBLI(E) / INSENSIBLE;ankylo;stome;3;3;;;Rare;Frequent
anodonte;DENT  SANS;an;odonte;2;3;an;;Frequent;Frequent
anodontie;DENT  SANS;an;odontie;2;3;an;;Frequent;Moyen
anomie;LOI  SANS;a;nomie;1;2;a;;Frequent;Frequent
anomique;LOI  SANS;a;nomique;1;2;a;;Frequent;Frequent
anonyme;NOM  SANS;an;onyme;2;3;an;;Frequent;Frequent
anophtalmie;OEIL  SANS;an;ophtalmie;2;2;an;ophtalmo;Frequent;Moyen
anopsie;VISION  SANS;an;opsie;2;3;an;;Frequent;Frequent
anorexie;FAIM  SANS;an;orexie;2;2;an;;Frequent;Moyen
antalgie;DOULEUR  CONTRE;ant;algie;1;2;anti;algos;Moyen;Frequent
antalgique;DOULEUR  CONTRE;ant;algique;1;2;anti;algos;Moyen;Moyen
antéfixe;FIXER  ANTÉRIEUR(E);anté;fixe;2;2;;;Rare;Moyen
anténatal;NAISSANCE  ANTÉRIEUR(E);anté;natal;2;2;;;Rare;Rare
anthélie;SOLEIL  CONTRE;ant;hélie;1;3;anti;;Moyen;Moyen
anthocyane;BLEU(E)  DE LA FLEUR;antho;cyane;2;3;antho;;Moyen;Rare
anthogenèse;CRÉATION  DE LA FLEUR;antho;genèse;2;2;antho;gène;Moyen;Frequent
anthologie;ÉTUDE  DE LA FLEUR;antho;logie;2;1;antho;logo;Moyen;Frequent
anthologique;ÉTUDE  DE LA FLEUR;antho;logique;2;1;antho;logo;Moyen;Frequent
anthologiste;SPÉCIALISTE  DE LA FLEUR;antho;logiste;2;1;antho;logo;Moyen;Frequent
anthonome;LOI  DE LA FLEUR;antho;nome;2;2;antho;;Moyen;Frequent
anthophage;MANGEUR  DE LA FLEUR;antho;phage;2;2;antho;phago;Moyen;Frequent
anthophile;AMOUREUX  DE LA FLEUR;antho;phile;2;1;antho;philo;Moyen;Frequent
anthophore;PORTEUR  DE LA FLEUR;antho;phore;2;3;antho;phore;Moyen;Frequent
anthostome;BOUCHE  DE LA FLEUR;antho;stome;2;3;antho;;Moyen;Frequent
anthozoaire;ANIMAL  DE LA FLEUR;antho;zoaire;2;1;antho;;Moyen;Frequent
anthracolithe;PIERRE  DU CHARBON;anthraco;lithe;2;2;;litho;Rare;Frequent
anthracologie;ÉTUDE  DU CHARBON;anthraco;logie;2;1;;logo;Rare;Frequent
anthracologique;ÉTUDE  DU CHARBON;anthraco;logique;2;1;;logo;Rare;Frequent
anthracologue;SPÉCIALISTE / DISCOURS  DU CHARBON;anthraco;logue;2;1;;logo;Rare;Frequent
anthropocène;RÉCENT(E) -> L'ÈRE  DE L'HOMME;anthropo;cène;2;3;anthropo;;Frequent;Moyen
anthropocentrique;CENTRÉ  DE L'HOMME;anthropo;centrique;2;1;anthropo;centro;Frequent;Frequent
anthropocentrisme;CENTRAGE  DE L'HOMME;anthropo;centrisme;2;1;anthropo;centro;Frequent;Moyen
anthropoforme;FORME  DE L'HOMME;anthropo;forme;2;1;anthropo;forme;Frequent;Frequent
anthropogenèse;CRÉATION  DE L'HOMME;anthropo;genèse;2;2;anthropo;gène;Frequent;Frequent
anthropogénie;DÉVELOPPEMENT  DE L'HOMME;anthropo;génie;2;2;anthropo;gène;Frequent;Frequent
anthropographie;ÉCRITURE  DE L'HOMME;anthropo;graphie;2;2;anthropo;grapho;Frequent;Frequent
anthropographique;ÉCRITURE  DE L'HOMME;anthropo;graphique;2;2;anthropo;grapho;Frequent;Frequent
anthropoïde;APPARENCE  DE L'HOMME;anthropo;ïde;2;3;anthropo;;Frequent;Frequent
anthropolâtre;SERVITEUR -> MERCENAIRE -> ADORATEUR  DE L'HOMME;anthropo;lâtre;2;2;anthropo;lâtre;Frequent;Moyen
anthropolâtrie;SERVITEUR -> MERCENAIRE -> ADORATION  DE L'HOMME;anthropo;lâtrie;2;2;anthropo;lâtre;Frequent;Moyen
anthropolithe;PIERRE  DE L'HOMME;anthropo;lithe;2;2;anthropo;litho;Frequent;Frequent
anthropologie;ÉTUDE  DE L'HOMME;anthropo;logie;2;1;anthropo;logo;Frequent;Frequent
anthropologique;ÉTUDE  DE L'HOMME;anthropo;logique;2;1;anthropo;logo;Frequent;Frequent
anthropologisme;ÉTUDE  DE L'HOMME;anthropo;logisme;2;1;anthropo;logo;Frequent;Frequent
anthropologiste;SPÉCIALISTE  DE L'HOMME;anthropo;logiste;2;1;anthropo;logo;Frequent;Frequent
anthropologue;SPÉCIALISTE / DISCOURS  DE L'HOMME;anthropo;logue;2;1;anthropo;logo;Frequent;Frequent
anthropomagnétisme;AIMANTATION  DE L'HOMME;anthropo;magnétisme;2;1;anthropo;magnéto;Frequent;Moyen
anthropomancie;PRÉDICTION  DE L'HOMME;anthropo;mancie;2;2;anthropo;mancie;Frequent;Frequent
anthropomètre;MESUREUR  DE L'HOMME;anthropo;mètre;2;1;anthropo;métro (métron);Frequent;Frequent
anthropométrie;MESURE  DE L'HOMME;anthropo;métrie;2;1;anthropo;métro (métron);Frequent;Frequent
anthropométrique;MESURAGE  DE L'HOMME;anthropo;métrique;2;1;anthropo;métro (métron);Frequent;Frequent
anthropomorphe;FORME  DE L'HOMME;anthropo;morphe;2;1;anthropo;morpho;Frequent;Frequent
anthropomorphique;FORME  DE L'HOMME;anthropo;morphique;2;1;anthropo;morpho;Frequent;Moyen
anthropomorphisme;FORME  DE L'HOMME;anthropo;morphisme;2;1;anthropo;morpho;Frequent;Frequent
anthroponomie;LOI  DE L'HOMME;anthropo;nomie;2;2;anthropo;;Frequent;Frequent
anthroponose;MALADIE  DE L'HOMME;anthropo;nose;2;3;anthropo;noso;Frequent;Moyen
anthroponyme;NOM  DE L'HOMME;anthrop(o);onyme;2;3;anthropo;;Frequent;Frequent
anthroponymie;NOM  DE L'HOMME;anthropo;nymie;2;3;anthropo;;Frequent;Frequent
anthropopathie;MALADIE  DE L'HOMME;anthropo;pathie;2;2;anthropo;patho (souffrance);Frequent;Frequent
anthropophage;MANGEUR  DE L'HOMME;anthropo;phage;2;2;anthropo;phago;Frequent;Frequent
anthropophagie;ALIMENTATION  DE L'HOMME;anthropo;phagie;2;2;anthropo;phago;Frequent;Frequent
anthropophile;AMOUREUX  DE L'HOMME;anthropo;phile;2;1;anthropo;philo;Frequent;Frequent
anthropophilie;AMOUR  DE L'HOMME;anthropo;philie;2;1;anthropo;philo;Frequent;Frequent
anthropopithèque;SINGE  DE L'HOMME;anthropo;pithèque;2;2;anthropo;;Frequent;Moyen
anthropoplastie;FAÇONNEMENT  DE L'HOMME;anthropo;plastie;2;3;anthropo;plasmo;Frequent;Frequent
anthroposophe;SAGE  DE L'HOMME;anthropo;sophe;2;2;anthropo;sophia;Frequent;Moyen
anthroposophie;SAGESSE  DE L'HOMME;anthropo;sophie;2;2;anthropo;sophia;Frequent;Moyen
anthroposophique;SAGESSE  DE L'HOMME;anthropo;sophique;2;2;anthropo;sophia;Frequent;Moyen
anthropotechnie;TECHNIQUE  DE L'HOMME;anthropo;technie;2;1;anthropo;;Frequent;Moyen
anthropotechnique;TECHNIQUE  DE L'HOMME;anthropo;technique;2;1;anthropo;;Frequent;Frequent
anthropothéisme;DIVINITÉ  DE L'HOMME;anthropo;théisme;2;2;anthropo;;Frequent;Moyen
anthropozoïque;ANIMAL  DE L'HOMME;anthropo;zoïque;2;1;anthropo;;Frequent;Moyen
antiarche;GOUVERNEUR  CONTRE;anti;arche;1;2;anti;arche;Frequent;Rare
antibiotique;VIE  CONTRE;anti;biotique;1;1;anti;bio;Frequent;Moyen
anticalorique;CHALEUR  CONTRE;anti;calorique;1;2;anti;calori;Frequent;Moyen
anticyclique;CIRCULARITÉ  CONTRE;anti;cyclique;1;1;anti;cyclo;Frequent;Frequent
antidactyle;DOIGT  CONTRE;anti;dactyle;1;2;anti;dactylo;Frequent;Frequent
antiforme;FORME  CONTRE;anti;forme;1;1;anti;forme;Frequent;Frequent
antigène;GÉNÉRATEUR / ORIGINE  CONTRE;anti;gène;1;2;anti;gène;Frequent;Frequent
antigénique;DÉVELOPPEMENT  CONTRE;anti;génique;1;2;anti;gène;Frequent;Frequent
antigraphe;QUI ÉCRIT  CONTRE;anti;graphe;1;2;anti;grapho;Frequent;Frequent
antilithique;PIERRE  CONTRE;anti;lithique;1;2;anti;litho;Frequent;Frequent
antilogie;ÉTUDE  CONTRE;anti;logie;1;1;anti;logo;Frequent;Frequent
antilogique;ÉTUDE  CONTRE;anti;logique;1;1;anti;logo;Frequent;Frequent
antilogue;SPÉCIALISTE / DISCOURS  CONTRE;anti;logue;1;1;anti;logo;Frequent;Frequent
antimère;PARTIE  CONTRE;anti;mère;1;3;anti;;Frequent;Frequent
antinatal;NAISSANCE  CONTRE;anti;natal;1;2;anti;;Frequent;Rare
antinomie;LOI  CONTRE;anti;nomie;1;2;anti;;Frequent;Frequent
antinomique;LOI  CONTRE;anti;nomique;1;2;anti;;Frequent;Frequent
antinomisme;LOI  CONTRE;anti;nomisme;1;2;anti;;Frequent;Rare
antipathie;RESSENTI  CONTRE;anti;pathie;1;2;anti;patho (ressenti);Frequent;Frequent
antipathique;RESSENTI  CONTRE;anti;pathique;1;2;anti;patho (ressenti);Frequent;Frequent
antiphone;VOIX  CONTRE;anti;phone;1;1;anti;;Frequent;Frequent
antiphonie;VOIX  CONTRE;anti;phonie;1;1;anti;;Frequent;Frequent
antiphonique;VOIX  CONTRE;anti;phonique;1;1;anti;;Frequent;Frequent
antiphysique;PHYSIQUE  CONTRE;anti;physique;1;1;anti;physique;Frequent;Frequent
antiplastique;FAÇONNEMENT  CONTRE;anti;plastique;1;3;anti;plasmo;Frequent;Frequent
antipode;PIED  CONTRE;anti;pode;1;2;anti;;Frequent;Frequent
antiptose;CHUTE  CONTRE;anti;ptose;1;3;anti;;Frequent;Frequent
antistatique;ARRÊT  CONTRE;anti;statique;1;2;anti;statos;Frequent;Frequent
antistrophe;TOURNANT  CONTRE;anti;strophe;1;3;anti;;Frequent;Moyen
antitrope;ORIENTATION  CONTRE;anti;trope;1;2;anti;trope;Frequent;Frequent
antonyme;NOM  CONTRE;ant(o);onyme;1;3;anti;;Rare;Frequent
antonymie;NOM  CONTRE;anto;nymie;1;3;anti;;Rare;Frequent
anurie;URINE  SANS;an;urie;2;2;an;;Frequent;Frequent
anxiogène;GÉNÉRATEUR / ORIGINE  INQUIET(ÈTE);anxio;gène;2;2;;gène;Rare;Frequent
anxiolytique;DÉCOMPOSITION  INQUIET(ÈTE);anxio;lytique;2;2;;;Rare;Frequent
apathie;RESSENTI  SANS;a;pathie;1;2;a;patho (ressenti);Frequent;Frequent
apathique;RESSENTI  SANS;a;pathique;1;2;a;patho (ressenti);Frequent;Frequent
aphasie;DIRE  SANS;a;phasie;1;3;a;;Frequent;Moyen
aphasique;DIRE  SANS;a;phasique;1;3;a;;Frequent;Moyen
aphone;VOIX  SANS;a;phone;1;1;a;;Frequent;Frequent
aphonie;VOIX  SANS;a;phonie;1;1;a;;Frequent;Frequent
aphonique;VOIX  SANS;a;phonique;1;1;a;;Frequent;Frequent
aphorisme;PORTEUR  SANS;a;phorisme;1;3;a;phore;Frequent;Rare
aphylle;FEUILLE  SANS;a;phylle;1;3;a;;Frequent;Frequent
apicole;CULTIVER / HABITER / RENDRE UN CULTE  DE L'ABEILLE;api;cole;2;2;;cult;Moyen;Frequent
apiculteur;CULTIVATEUR  DE L'ABEILLE;api;culteur;2;2;;cult;Moyen;Moyen
apiculture;CULTURE  DE L'ABEILLE;api;culture;2;2;;cult;Moyen;Frequent
apiforme;FORME  DE L'ABEILLE;api;forme;2;1;;forme;Moyen;Frequent
apifuge;FUITE  DE L'ABEILLE;api;fuge;2;2;;;Moyen;Moyen
apiphobie;AVERSION  DE L'ABEILLE;api;phobie;2;1;;phobe;Moyen;Frequent
apithérapie;MÉDECINE  DE L'ABEILLE;api;thérapie;2;1;;thérapie;Moyen;Frequent
apivore;DÉVOREUR  DE L'ABEILLE;api;vore;2;2;;;Moyen;Moyen
aplasie;FAÇONNEMENT  SANS;a;plasie;1;3;a;plasmo;Frequent;Frequent
aplastique;FAÇONNEMENT  SANS;a;plastique;1;3;a;plasmo;Frequent;Frequent
apocope;QUI COUPE  HORS;apo;cope;3;3;apo;;Frequent;Moyen
apocrine;SÉCRÉTION  HORS;apo;crine;3;3;apo;;Frequent;Moyen
apode;PIED  SANS;a;pode;1;2;a;;Frequent;Frequent
apogamie;MARIAGE  HORS;apo;gamie;3;2;apo;game;Frequent;Frequent
apogée;TERRE  HORS;apo;gée;3;3;apo;;Frequent;Moyen
apographe;QUI ÉCRIT  HORS;apo;graphe;3;2;apo;grapho;Frequent;Frequent
apologie;ÉTUDE  HORS;apo;logie;3;1;apo;logo;Frequent;Frequent
apologique;ÉTUDE  HORS;apo;logique;3;1;apo;logo;Frequent;Frequent
apologiste;SPÉCIALISTE  HORS;apo;logiste;3;1;apo;logo;Frequent;Frequent
apologue;SPÉCIALISTE / DISCOURS  HORS;apo;logue;3;1;apo;logo;Frequent;Frequent
apolyse;DÉCOMPOSITION  HORS;apo;lyse;3;2;apo;;Frequent;Frequent
apolytique;DÉCOMPOSITION  HORS;apo;lytique;3;2;apo;;Frequent;Frequent
apomorphe;FORME  HORS;apo;morphe;3;1;apo;morpho;Frequent;Frequent
apomorphie;FORME  HORS;apo;morphie;3;1;apo;morpho;Frequent;Moyen
apophatique;DIRE  HORS;apo;phatique;3;3;apo;;Frequent;Rare
apophonie;VOIX  HORS;apo;phonie;3;1;apo;;Frequent;Frequent
apophyse;PRODUCTION / CROISSANCE  HORS;apo;physe;3;3;apo;;Frequent;Moyen
apoplasme;FORMÉ(E) DE  HORS;apo;plasme;3;3;apo;plasmo;Frequent;Moyen
